	 0    1   0    2   0    3   0    4   1    1   1    2   1    3   1    4   2    1   2    2   2    3   2    4  
2 2 2|  0.61   0.69   -1000.00   -1000.00   0.59   0.59   -1000.00   -1000.00   0.66   0.62   -1000.00   -1000.00   
2 2 3|  0.46   0.49   -1000.00   -1000.00   0.60   0.61   -1000.00   -1000.00   0.45   0.45   0.69   -1000.00   
2 2 4|  0.47   0.47   -1000.00   -1000.00   0.47   0.40   -1000.00   -1000.00   0.68   0.36   0.45   0.51   
2 3 0|  0.38   0.25   -1000.00   -1000.00   0.69   0.27   0.35   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   
2 3 1|  0.69   0.19   -1000.00   -1000.00   0.66   0.61   0.12   -1000.00   0.58   -1000.00   -1000.00   -1000.00   
2 3 2|  0.68   0.55   -1000.00   -1000.00   0.62   0.53   0.53   -1000.00   0.60   0.55   -1000.00   -1000.00   
2 3 3|  0.68   0.50   -1000.00   -1000.00   0.46   0.57   0.51   -1000.00   0.45   0.47   0.52   -1000.00   
2 3 4|  0.48   0.28   -1000.00   -1000.00   0.51   0.48   0.50   -1000.00   0.36   0.44   0.68   0.39   
2 4 0|  0.10   0.37   -1000.00   -1000.00   0.42   0.42   -0.04   0.70   -1000.00   -1000.00   -1000.00   -1000.00   
2 4 1|  0.60   0.11   -1000.00   -1000.00   0.57   0.55   0.70   0.17   0.47   -1000.00   -1000.00   -1000.00   
2 4 2|  0.68   0.38   -1000.00   -1000.00   0.47   0.36   0.50   0.32   0.55   0.45   -1000.00   -1000.00   
2 4 3|  0.68   0.49   -1000.00   -1000.00   0.43   0.39   0.51   0.42   0.39   0.40   0.42   -1000.00   
2 4 4|  0.68   0.44   -1000.00   -1000.00   0.45   0.49   0.54   0.52   0.47   0.49   0.48   0.31   
3 0 0|  0.68   -0.41   0.19   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   
3 0 1|  -0.14   0.69   -0.62   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   0.67   -1000.00   -1000.00   -1000.00   
3 0 2|  0.68   0.13   0.51   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   0.03   0.39   -1000.00   -1000.00   
3 0 3|  0.24   0.10   0.39   -1000.00   0.00   -1000.00   -1000.00   -1000.00   0.69   0.07   0.31   -1000.00   
3 0 4|  0.39   0.10   0.71   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   0.36   0.36   0.19   0.54   
3 1 0|  0.26   0.70   -0.65   -1000.00   0.59   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   
3 1 1|  0.69   -0.74   0.59   -1000.00   0.07   -1000.00   -1000.00   -1000.00   0.43   -1000.00   -1000.00   -1000.00   
3 1 2|  0.69   0.63   -0.03   -1000.00   0.64   -1000.00   -1000.00   -1000.00   0.65   0.23   -1000.00   -1000.00   
3 1 3|  0.69   0.62   0.20   -1000.00   0.60   -1000.00   -1000.00   -1000.00   0.48   0.55   0.28   -1000.00   
3 1 4|  0.69   0.55   0.24   0.00   0.59   -1000.00   -1000.00   -1000.00   0.55   0.42   0.47   0.16   
3 2 0|  0.37   -0.25   0.66   -1000.00   0.03   0.47   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   
3 2 1|  0.68   0.56   -0.03   -1000.00   0.56   0.04   -1000.00   -1000.00   0.64   -1000.00   -1000.00   -1000.00   
3 2 2|  0.50   0.55   0.53   -1000.00   0.46   0.55   -1000.00   -1000.00   0.47   0.68   -1000.00   -1000.00   
3 2 3|  0.68   0.59   0.54   -1000.00   0.29   0.29   -1000.00   -1000.00   0.42   0.49   0.47   -1000.00   
3 2 4|  0.39   0.33   0.42   -1000.00   0.36   0.51   -1000.00   -1000.00   0.51   0.68   0.24   0.47   
3 3 0|  0.68   0.13   0.36   -1000.00   0.43   0.24   0.37   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   
3 3 1|  0.57   0.54   0.34   -1000.00   0.55   0.69   0.43   -1000.00   0.61   -1000.00   -1000.00   -1000.00   
3 3 2|  0.68   0.49   0.54   -1000.00   0.42   0.47   0.60   -1000.00   0.51   0.51   -1000.00   -1000.00   
3 3 3|  0.68   0.42   0.32   -1000.00   0.13   0.42   0.48   -1000.00   0.55   0.53   0.53   -1000.00   
3 3 4|  0.68   0.36   0.36   -1000.00   0.47   0.42   0.53   -1000.00   0.45   0.39   0.37   0.45   
3 4 0|  0.68   0.05   0.13   0.00   0.13   0.07   0.07   0.19   0.00   -1000.00   0.00   0.00   
3 4 1|  0.69   0.48   0.31   -1000.00   0.43   0.60   0.56   0.19   0.51   -1000.00   -1000.00   -1000.00   
3 4 2|  0.68   0.36   0.49   -1000.00   0.53   0.24   0.42   0.57   0.42   0.43   -1000.00   -1000.00   
3 4 3|  0.32   0.35   0.37   -1000.00   0.36   0.52   0.53   0.68   0.49   0.36   0.50   -1000.00   
3 4 4|  0.33   0.32   0.23   -1000.00   0.39   0.07   0.69   0.33   0.43   0.42   0.47   0.45   
4 0 0|  0.70   0.17   -0.19   0.00   -1000.00   -1000.00   0.00   0.00   -1000.00   -1000.00   -1000.00   0.00   
4 0 1|  0.32   -0.17   0.70   -0.51   -1000.00   -1000.00   -1000.00   -1000.00   0.33   -1000.00   -1000.00   -1000.00   
4 0 2|  0.68   0.19   -0.06   0.33   -1000.00   -1000.00   0.00   -1000.00   0.13   0.17   -1000.00   -1000.00   
4 0 3|  0.68   0.19   0.21   0.37   0.00   0.00   -1000.00   0.00   0.24   0.20   0.13   0.00   
4 0 4|  0.24   0.19   0.13   0.20   0.00   0.00   0.00   0.00   0.07   0.13   0.08   0.68   
4 1 0|  0.01   0.21   0.69   -0.73   0.54   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   
4 1 1|  0.69   0.60   -0.62   0.63   0.47   -1000.00   -1000.00   -1000.00   0.48   -1000.00   -1000.00   -1000.00   
4 1 2|  0.69   0.55   0.54   0.19   0.47   -1000.00   -1000.00   -1000.00   0.54   0.55   -1000.00   -1000.00   
4 1 3|  0.53   0.69   0.47   0.37   0.50   -1000.00   -1000.00   -1000.00   0.39   0.42   0.22   -1000.00   
4 1 4|  0.69   0.41   0.52   -0.03   0.47   -1000.00   -1000.00   -1000.00   0.60   0.45   0.54   0.31   
4 2 0|  0.68   0.28   -0.08   0.24   0.28   0.32   -1000.00   -1000.00   0.00   0.00   -1000.00   0.00   
4 2 1|  0.58   0.60   0.54   -0.10   0.52   0.37   -1000.00   -1000.00   0.68   -1000.00   -1000.00   -1000.00   
4 2 2|  0.68   0.51   0.60   0.42   0.54   0.56   -1000.00   -1000.00   0.24   0.43   -1000.00   -1000.00   
4 2 3|  0.50   0.40   0.53   0.68   0.45   0.38   -1000.00   -1000.00   0.53   0.47   0.29   -1000.00   
4 2 4|  0.56   0.47   0.34   0.27   0.31   0.18   -1000.00   -1000.00   0.35   0.36   0.27   0.68   
4 3 0|  0.14   0.28   0.14   0.66   0.37   0.33   0.19   -1000.00   -1000.00   -1000.00   -1000.00   -1000.00   
4 3 1|  0.68   0.47   0.54   0.50   0.55   0.45   0.23   -1000.00   0.36   -1000.00   -1000.00   -1000.00   
4 3 2|  0.55   0.68   0.45   0.49   0.24   0.38   0.49   -1000.00   0.29   0.40   -1000.00   -1000.00   
4 3 3|  0.68   0.32   0.39   0.45   0.51   0.36   0.24   -1000.00   0.42   0.48   0.18   -1000.00   
4 3 4|  0.41   0.47   0.47   0.36   0.28   0.26   0.33   -1000.00   0.24   0.28   0.68   0.42   
4 4 0|  0.69   0.00   0.13   0.25   0.15   0.13   0.04   0.23   0.00   0.00   0.00   0.00   
4 4 1|  0.50   0.55   0.67   0.03   0.59   0.45   0.50   0.31   0.44   -1000.00   -1000.00   -1000.00   
4 4 2|  0.21   0.68   0.36   0.39   0.28   0.51   0.36   0.45   0.28   0.47   -1000.00   -1000.00   
4 4 3|  0.18   0.28   0.36   0.18   0.31   0.39   0.44   0.69   0.24   0.35   0.24   -1000.00   
4 4 4|  0.69   0.13   0.39   0.28   0.36   0.28   0.41   0.33   0.28   0.39   0.47   0.18   
